FID,place_name_mapping,place_name_gazetteer,gaz_id,altitude,feature_type_name,narrative,gazetteer,latitude,longitude,geometry,scar_common_id,country_name,country_id
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37f2,Mount Abrams,"Abrams, Mount",107431,,Mountain,"one of the Behrendt Mountains (q.v.), NW of Cape Zumberge, Orville Coast, rising to c.1400m, was named after Talbert Abrams, American photogrammetric engineer and instrument manufacturer, who supported RARE USBGN, 1969, p.1; USGS sketch map Ellsworth Land-Palmer Land, 1969; APC, 1975, p.3; BAS 500P sheet SS 17-20/SE, 1-DOS 1981).",GBR,-75.3667,-72.45,POINT (-72.45 -75.366667),21,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37f3,Mount Absalom,"Absalom, Mount",107432,,Mountain,"S-most and highest (1645m) of the Herbert Mountains (q.v.), Shackleton Range, was named after Henry William Lyon Absalom (1894-1965), member of the Scientific Committee of TAE (APC, 1962, p.3; DOS 610 sheet W 80 24/26, 1963).",GBR,-80.4,-25.4,POINT (-25.4 -80.4),25,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37f4,Academy Glacier,Academy Glacier,107433,,Glacier,"between Neptune Range and Patuxent Range, Pensacola Mountains, was photographed from the air by USN in 1964; named after the National Academy of Sciences for its important role in USARP (USGS sheet SV 21-30/1, 1968; APC, 1974, p.3). Lednik Akademy (Soviet Union. MMF map V-21-V-30, 1972).",GBR,-84.25,-61,POINT (-61 -84.25),27,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37f5,Achæan Range,Achæan Range,107435,,Range,"extending 25km SW from Lapeyrère Bay, Anvers Island, rising to 2570m at Mount Agamemnon and including also, from N to S, Mount Nestor, Mount Achilles and Mount Helen, was surveyed by FIDS from  Arthur Harbour  in 1955; photographed from the air by FIDASE, 1956-57, and so named in association with Trojan Range (q.v.) and other names from Homer's Iliad in this area (APC, 1958, p.4; BA chart 3566, 16.x.1959). Features in this range are named after individual Achæans.",GBR,-64.5,-63.6333,POINT (-63.633333 -64.5),33,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37f6,Achilles Heel,Achilles Heel,107436,,,"rising to 915m from the col between Mount Achilles and Mount Helen, Achæan Range, Anvers Island, was surveyed by FIDS from  Arthur Harbour  in 1955; named from its position in relation to Mount Achilles (q.v.) (APC, 1958, p.4; BA chart 3566, 16.x.1959).",GBR,-64.5,-63.6333,POINT (-63.633333 -64.5),37,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37f7,Mount Achilles,"Achilles, Mount",107437,,Mountain,"rising to 1280m in Achæan Range (q.v.), Anvers Island, was surveyed by FIDS from  Arthur Harbour  in 1955; in association with other Achæans from Homer's Iliad in this range, named after Achilles (fl.c.1200 BC), Prince of the Myrmidons of Phthia in Thessaly (APC, 1958, p.4; BA chart 3566, 16.x.1959).",GBR,-64.4833,-63.5667,POINT (-63.566667 -64.483333),38,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37f8,Ackerman Nunatak,Ackerman Nunatak,107438,,Nunatak,"rising to 655m at N end of Forrestal Range, Pensacola Mountains, was probably a feature sighted by the Argentine Grupo Aeronaval UT 78 on the first Argentine flight to the South Pole in January 1962 (Butler Rocks, q.v.) and called Nunatak U.T.7.8. (Pierrou, 1970, p.703); photographed from the air by USN in 1964 and surveyed from the ground on USGS Pensacola Mountains Project, 1965-66; named after Thomas A. Ackerman, USN, aerographer (MCB, Special Detachment  Bravo ),  Ellsworth Station , winter 1957 (USGS sheet SU 21-25/10, 1969; APC, 1974, p. 3).",GBR,-82.6833,-47.75,POINT (-47.75 -82.683333),41,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37f9,Active Reef,Active Reef,107439,,Reef,"off the N coast of Dundee Island and on S side of Firth of Tay, was charted by DWE and named after the barque Active (Active Sound, q.v.), which ran aground on the reef during a gale, 10 January 1893 (Donald, 1894, p.64; APC, 1958, p.4; BA chart 3205, 23.xi.1961); re-identified and surveyed by FIDS from  Hope Bay , 1953-54.  Roca Active (Argentina.  AA, 1991, p.1)",GBR,-63.4,-55.8667,POINT (-55.866667 -63.4),46,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37fa,Active Sound,Active Sound,107440,,Sound,"between Joinville Island and Dundee Island, running ENE from Antarctic Sound to Firth of Tay, was charted by DWE and named after Active (Capt. T. Robertson), one of the four barques of DWE, which passed through the sound, 5-8 January 1893 (Balæna Valley, Diana Reef, Cape Kinnes, Kinnes Cove, q.v.) (Robertson, chart, 1893a; BA chart 1238, x.1893; APC, 1955, p. 4; BAS 250 sheet SP 21-22/14, 1-DOS 1973). Active Channel (Donald, chart, [1892-93]). Active Sund (Friederichsen, 1895, Tafel 7, facing p.304). Détroit de l'Active Nordenskjöld and others, 1904b, Vol. 2, map p.232-33). Active Strait (Balch, 1904, map facing p.81). Estrecho del Active (Riso Patron S., 1908, p. 13). Seno Active (Riso Patron S., 1908, end map). Active S. (HA chart, 1928). Paso Activo (Chile. DNH chart L, 1947). Estrecho Active (Argentina. MM chart 103, 1949; Pierrou, 1970, p.148; Chile. IHA, 1974, p.17). The sound was surveyed by FIDS from  Hope Bay , 1952-54. Active Sond (Knapp, 1958, p.567). Proliv Aktiv (Soviet Union. MMF chart, 1961).",GBR,-63.4167,-56.15,POINT (-56.15 -63.416667),47,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37fb,Mount Acton,"Acton, Mount",107441,,Mountain,"highest of the Welch Mountains, central Palmer Land, rising to c. 3015m, was photographed from the air by USN, 1966-69, and mapped from air photographs by USGS; named after Cdr William Acton, USN, Operations Officer, US Naval Support Force, Antarctica, 1967-68, and Executive Officer, 1968-69 (APC, 1977, p.3; Singleton, 1979, map Fig. 1; USGS sketch map Palmer Land (North Part), 1979).",GBR,-70.9667,-63.7,POINT (-63.7 -70.966667),48,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37fc,Acuña Island,Acuña Island,107442,,Island,"off entrance of Scotia Bay, Laurie Island, was charted by SNAE in 1903 and named Acuña Isle, after Hugo A. Acuña, pioneer Argentine meteorologist with SNAE on Laurie Island, 1903-04 (Bruce and others, chart, [1903c]). Delta Island (Bruce, 1903-04, p.40). Delta Islands, including the island SW of the main island (Brown and others, 1906, map facing p.145). Islote Acuña (Argentina. MM chart 31, 1930; Pierrou, 1970, p.148). The island was further charted by DI in 1933. Acuña Island (BA chart 1775, 17.viii.1934; APC, 1959a, p.4). Acuña Islet (Brown, 1943, p.61; APC, 1955, p.4). Isla Delta (Dïaz Molano and Homet, [1948], map p.259).",GBR,-60.75,-44.6,POINT (-44.6 -60.75),49,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37fd,Acuña Rocks,Acuña Rocks,107443,,Rock,"two rocks W of Largo Island, off Cape Legoupil, Trinity Peninsula, were charted as a single feature by CAE, 1947-48, and named Islote Sub-Teniente Acuña after a member of the expedition (Chile. DNH chart 503, 1948); recharted correctly, 1950-51, when the name Islote Acuña was applied to the larger rock (Chile. DNH chart 501, 1951; IHA, 1974, p. 18). Acuña Rocks (USOO chart 6650, 1963; APC, 1986, p. 3).",GBR,-63.3,-57.9333,POINT (-57.933333 -63.3),50,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37fe,Adams Nunatak,Adams Nunatak,107444,,Nunatak,"S side of Neptune Glacier (q.v.), Alexander Island, following surveys by BAS, 1961-73, was named in association with the glacier after John Couch Adams (1819-92), English mathematician of Cambridge University, who deduced the existence of Neptune in 1846 (APC, 1975, p.3; BAS 250P sheet SR 19-20/4, 2-DOS 1984).",GBR,-71.7333,-68.5667,POINT (-68.566667 -71.733333),58,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_37ff,Cape Adams,"Adams, Cape",107445,,Cape,"S tip of Bowman Peninsula and E entrance point of Gardner Inlet, dividing Lassiter Coast from Orville Coast, was photographed from the air by RARE, 21 November 1947 (Ronne, 1948b, p.372 and photograph Fig. 22, p. 379 [wrongly captioned but showing Gardner Inlet with Cape Adams on the extreme right]); sighted from the ground but not precisely located by FIDS from  Stonington Island  in December 1947; named Cape Charles J. Adams, after Lieut. Charles J. Adams, USAAF, one of the RARE pilots, and shown in c. 75°03'S 61°50'W (AGS map, 1948). Cape Adams (Ronne, 1948b, p.390; APC, 1955, p.4; BA chart 3176, 30.xi.1956; USGS sketch map Ellsworth Land-Palmer Land, 1969; BAS 500P sheet SS 17-20/SE, 1-DOS 1981). Cabo Adams (Argentina. MM chart N- P -1, 1952; Chile, IHA, 1974, p.18). Cap Adams (France. SHM chart 5879, 1956). Mys Adams (Soviet Union. UNGSVF chart 334, 1958). Capo Smithy, in error (Smith Peninsula, q.v.) (Zavatti, 1958, Tav. 12-13). Capo Adams (Zavatti, 1960a, p.1420). The cape was photographed from the air by USN, 1965-67, and mapped from air photographs by USGS.",GBR,-75,-62.5667,POINT (-62.566667 -75),65,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3800,Adelaide,Adelaide,107446,,,"BAS station at S point of Adelaide Island, was established on 3 February 1961 and closed on 1 March 1977; originally referred to as  Base T  or  Adelaide Island  (SPRI, 1962b, p.54) but later named Adelaide (APC, 1962, p.3; DOS 813, British Antarctic Territory sheet, ix.1963).  Adelaide Base  (BA, 1963, p. 30).  Adeleyd-Ayland  (Soviet Union. AA, 1966, Pl. 24). The Chilean station  Teniente Carvajal  was established here in January 1985, the former BAS station having been taken over by Chile.",GBR,-67.7667,-68.9167,POINT (-68.916667 -67.766667),75,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3801,Adelaide Anchorage,Adelaide Anchorage,107447,,Anchorage,"an area of safe anchorage off Adelaide, was named following charting by an RN Hydrographic Survey Unit from John Biscoe, 1962-63 (Dixon, 1964, p.34-35) (APC, 1964, p.2; BA chart 3577, 14. viii.1964).",GBR,-67.7833,-68.95,POINT (-68.95 -67.783333),73,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3802,Adelaide Island,Adelaide Island,107448,,Island,"between 66 35' and 67 45'S off Loubet Coast and FalliSres Coast, was discovered and charted as an island 15km long on 14 February 1832 by Biscoe, whose log records:  the island being the furthest known land to the southward, I have honoured it with the name of H[er] M[ost] G[racious] Majesty Queen Adelaide  [of Sax-Meiningen (1792-1849), Queen Consort of King William IV of England] (Biscoe, 1830-33b; BA chart 1238, 7.ix.1839; APC, 1955, p.4).  le Ad'la<de ([Biscoe], 1833c, map facing p.65).  le d'Adela<de (Biscoe, 1833b, p.166). Adelaide's Island ([Biscoe], 1835, p.272). Adelaide (BA chart [1240, vi.1839]). Adelaide Insel (Ross,  1847b, end map). Adelaide Tn (Ohlin, 1898, p.284). K""nigin Adelaide-Insel (Nordenskj""ld and others, 1904b, Vol. 1, p.93). Isla Adelaide (Nordenskj""ld and others, 1904-05, Tomo 2, end map). Adelaide Eiland (Manen, 1905, Kaart 8 following p.710). Queen Adelaide Island (Nordenskj""ld and others, 1905, p.73). The west coast of the island was sighted on 15 January 1905 by FAE, 1903-05, and called Terre Loubet, but (following the rough charting of the whole island in January 1909 by FAE, 1908-10, when its insularity and identity with Biscoe's original discovery were established) the name was later transferred to the mainland coast to the NE (Loubet Coast, q.v.) (Charcot, 1906b, p.301, 477 and map facing p.333; 1910, p.85-100). President Loubet's Promontory, referring to region in 66 40'S (Charcot, 1905a, map facing p.592). Avanc'e Loubet (Charcot, 1906b, p.477). Koningin Adelaide-Eiland (Nordenskj""ld and others, [1907a], p.38). Isla Adela<da (Riso Patron S., 1908, p.15; Chile. IHA, 1974, p.18). Loubet Land (BA chart 1238, ix.1908). Charcot Land (Balch, 1909b, chart facing p.38). Terre Ad'la<de (Charcot, 1910, p.129). Adelaide Land (Charcot, [1911b], p.133). Terra Ad'la<de (Rouch, 1911, p.3). Queen Adelaide-Insel (Nordenskj""ld, 1911b, map p.49). Adelaide-Tya (HA chart, 1927). Adelaide""en (Aagaard, 1930, end map). Adelaide T (Hansen, atlas, 1936, chart 1). The E coast of the island was remapped by BGLE in 1936-37 (Rymill, 1938a, map facing p. 496). Adelade [sic] Island (USAAF chart [LR-74], 1942). Adelaide-Ty (Hansen, chart [no number], 1947). Adelaiden Saari (Andersson, 1948, end map). Isla Adeleida [sic] (Mann Fisher, 1948, map p. 10). Isla General Mackenna (Orrego Vicu¤a, 1948, p.197 and end map). Loubet Island (James, 1949, p.56). Adelaide-Fjellene, referring to mountain range only (R nne, 1950b, p.188). Ostrov Adileyd (Soviet Union. BSE, 1950, map following p.484). Isola Adelaide (Zavatti, 1952, p.507). Isla Blanco Encalada, after Alm. M. Blanco Encalada (Hoseason Island, q.v.) (Argentina. MM, 1953, p.285). Ostrov Adeleyd (Baranov and others, 1954, map p.283). Isla Belgrano, after General Don Manuel Belgrano y Peri (1770-1820), Argentine soldier and patriot (Argentina. MM, 1953, map p.283; Pierrou, 1970, p.195-97). Ostrov Adelaidin (B rtl, 1958, map facing p.144). In 1958-59 the coast of the island was surveyed from John Biscoe (Capt. W. Johnston), and in 1962-63 a further survey was made of the S coast from HMS Protector, and the triangulation of the island and offliers was almost completed by BAS surveyors (BA chart 3571, 14.vii.1961; 3577, 14.viii.1964; BAS, 1964, p.31; Dixon, 1964, p.34-35). [For history of occupation see Adelaide and Rothera.]",GBR,-67.25,-68.5,POINT (-68.5 -67.25),74,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3803,Mount Ader,"Ader, Mount",107449,,Mountain,"rising to c. 1600m on S side of Wright Ice Piedmont, Davis Coast, was photographed from the air by FIDASE in 1956-57; in association with the names of pioneers of aviation grouped in this area, named after  Cl'ment Ader (1841-1925), French pioneer aeronaut, who was probably the first man to leave the ground in a heavier-than-air machine solely as the result of an engine contained in it, 9 October 1890 (APC, 1960, p.2; BAS 250 sheet SQ 19-20/4, 1-DOS, 1974).",GBR,-64.1833,-60.5167,POINT (-60.516667 -64.183333),79,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3804,Adie Inlet,Adie Inlet,107450,,,"inlet of Larsen Ice Shelf between Veier Head and Astro Cliffs, Oscar II Coast, was photographed from the air by RARE and surveyed from the ground by FIDS from  Hope Bay  in 1947; named after Dr Raymond John Adie (1925-2006), South African born British geologist; with FIDS, Hope Bay, 1947-48, and  Stonington Island , 1948-50, and subsequently Chief Geologist, FIDS/BAS until 1967; Head, Earth Sciences Division, BAS, 1967-73; Deputy Director, 1973-85; Editor, FIDS/BAS Scientific Reports, 1956-80, and British Antarctic Survey Bulletin, 1963-80. The name was first applied to the U-shaped feature at the head of the inlet (APC, 1955, p.4). Caleta Feijoo, probably referring to this feature (Argentina. MM, 1953, p.325). Caleta Adie (Argentina. MM chart 121, 1954; Pierrou, 1970, p.148). The name was redefined following further surveys by FIDS from  Hope Bay  in 1953 and 1955, when Jason Peninsula (q.v.) was delineated as forming the N side of the inlet (APC, 1958, p.4; DOS 813, British Antarctic Territory sheet, 1963). Zaliv Eydi (Soviet Union. MMF chart, 1961). Ensenada Adie (Chile. DNH, 1962, p.227; IHA, 1974, p.18). Ledyanoy Zaliv Eydi (Soviet Union. AA, 1966, Pl. 24.).",GBR,-66.4167,-62.3333,POINT (-62.333333 -66.416667),80,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3805,Adit Nunatak,Adit Nunatak,107451,,Nunatak,"rising to c. 800m on N side of Leppard Glacier, Oscar II Coast, was surveyed by FIDS from  Hope Bay  in 1955, and so named because it marked the approach to an unsurveyed area to the NW (APC, 1958, p.4; BA chart 3570, 29.ix.1961).",GBR,-65.9,-62.8,POINT (-62.8 -65.9),81,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3806,Mount Adkins,"Adkins, Mount",107452,,Mountain,"rising to c. 1700m on NE side of Mosby Glacier, Lassiter Coast, was photographed from the air by USN, 1965-67, and mapped from air photographs by USGS; named after Thomas Adkins, USASA cook,  Palmer Station , winter 1965 (USGS sketch map Ellsworth Land-Palmer Land, 1969; APC, 1975, p. 3).",GBR,-73.05,-62.0333,POINT (-62.033333 -73.05),82,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3807,Admiralen Peak,Admiralen Peak,107453,,Peak,"rising to c. 300m on W side of Admiralty Bay, King George Island, was probably one of the peaks called Le Poing or The Fist (Wegger Peak, q.v.); following surveys by FIDS from  Admiralty Bay , 1948-60, and air photography by FIDASE in 1956, named Admiralen Peak after Admiralen (Kapt. S ren Andersen), the first modern floating factory ship, owned by A/S  rnen and first operated in Admiralty Bay, January 1906 (Hauken Rock,  rnen Rocks, q.v.) (APC, 1960, p.2; BA chart, 1774, 14.ix.1962). Admiration Peak, in error (BA, 1963, p.20).",GBR,-62.1054,-58.492,POINT (-58.492028 -62.105389),84,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3808,Admirals Nunatak,Admirals Nunatak,107454,,Nunatak,"Nunatak rising to c. 923 m on the upper Uranus Glacier, 10 km SE of Oberon Peak, E Alexander Island.  The name commemorates dog teams of this name that were present at FIDS and BAS stations between 1952 and 1994; the dog team ran its last field season in Antarctica in this area during 1993-94.",GBR,-71.4117,-69.0133,POINT (-69.013333 -71.411667),85,United Kingdom,826
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_3809,Admiralty Bay,Admiralty Bay,107455,,Bay,"S coast of King George Island, between Demay Point and Martins Head, was roughly charted by Powell in 1820-22 and named after the Board of Admiralty (Powell, chart 1822a; BA chart 1238, 1844; APC, 1955, p.4). Georges Bay, King Georges Habour [sic], King Georges Harber [sic], possibly referring to this feature (Pendleton, 1821-23). Baie Admiralty (d'Urville, 1838, map following p.1170).  Bah<a Admiralty (Spain. DH chart 458, 1861). Admiralty Bai (Friederichsen, 1895, Tafel 7 facing p.304). Baia del Ammiragliato (Gerlache, 1902a, end map). Bah<a Almirante (Riso Patron S., 1908, end map). The bay was further charted by FAE, 1908-10, in December 1909 (Charcot, 1910, p.23-36). Admiralit""tsbucht (Nordenskj""ld, 1911b, p.93). Baie de l'Amiraut' (Rouch, 1911, p.2; Charcot, 1912, Pl. 1). Admiralty B. (HA chart, 1928). Saint George Bay (USHO chart 1132, 1930). The bay was recharted by DI in 1934-35, when astronomical observations were obtained (Nelson, 1935; BA chart 3205, 25.iii.1937). Unnamed Bay, referring to earlier name (Hobbs, 1939a, p.41). Bah¡a Almirant zgo (Argentina. IGM map, 1946; Chile. IHA, 1974, p.25). A FIDS station ( Base G  or  Admiralty Bay ) was established on Keller Peninsula (q.v.), 25 January 1947, occupied temporarily until 23 March 1947, re-occupied on 18 January 1948, and maintained continuously until 19 January 1961. A small Argentine hut was erected nearby and occupied for a month early in 1948, but was later demolished (Thomas and Roberts, 1953, p.660). Amiralty [sic] Bay (BA, 1948, p.145). Bah¡a Laserre [sic], after Augusto Lasserre (1826-1906), of the Argentine Navy, first Argentine to raise the national flag in Tierra del Fuego (Argentina. MM, 1953, p.198d). Admiraltybukten (Fr""din, 1956, end map). Bah<a Lasserre (Argentina. MM chart 136, 1957; Pierrou, 1970, p.472). Admiraliteitsbaai (Knapp, 1958, p.567). Baia Amiragliato (Zavatti, 1958, Tav. 9). Bukhta Admiralteystva (Nudel'man, 1960, loose map).  Almirant zgo  (Orlando, 1964, p.634),  Admiralti-Bey , referring to the British station (Soviet Union. AA, 1966, Pl. 24). Bukhta Admiralti (Soviet Union. AA, 1966, Pl. 175). Zaliv Admiralti (Govorukha and Simonov, 1973, map Fig. 1, p.9). Zatoki Admiralicji (Tokarski, 1981, p.146). The Brazilian station  Comandante Ferraz , sited near the old British station, was inaugurated 6 February 1984 for summer occupation; named after Cmdte Luiz Ferraz (d.1982) of the Brazilian Navy; occupied continuously from 13 December 1985. The W shore of the bay was designated SSSI No.8 under the Antarctic Treaty (SPRI, 1986, p.227).  Baía do Almirantago (Zero Hora,  23 January 1986, p.7)  ""Base Machu Picchu"", Peruvian station established on the west side of Keller Peninsula in 62°05'S.,58°23'W. in the 1988-89 season (Peru. Embassy Note, 6 October 1988)",GBR,-62.1069,-58.4214,POINT (-58.421417 -62.106944),86,United Kingdom,826
