FID,place_name_mapping,place_name_gazetteer,gaz_id,altitude,feature_type_name,narrative,gazetteer,latitude,longitude,geometry,scar_common_id,country_name,country_id
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5620,"Agassiz, Cabo","Agassiz, Cabo",105062,,Cape,"Fue descubierto en diciembre de 1940 por el Servicio Antártico de los Estados Unidos, recibiendo el nombre de cabo Joerg, por el apellido de W.L.G. Joerg, geógrafo y especialista polar, a solicitud de quien, el Comité Asesor de Nombres Geográficos de los Estados Unidos de Norteamérica lo redenominó cabo Agassiz, por el apellido de Louis Agassiz, geólogo y naturalista de origen Suizo que enunció por primera vez la teoría de la glaciación continental. Cabo que marca el extremo oriental de la península Hollick Kenyon, en la costa oriental de la península Tierra de O'Higgins.",CHL,-68.4833,-62.9667,POINT (-62.966667 -68.483333),106,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5621,"Agudo, Pico","Agudo, Pico",105063,,Peak,"Fue descubierto por la BGLE de 1934-1937, en la nave expedicionaria ""Penola"", al mando de John Rymill, quien le dio el nombre descriptivo de pico Sharp. Su actual nombre es la traducción al castellano del anterior, adoptada en 1962, para aprovechar su condición de nombre descriptivo. Pico de unos 1.200 metros de elevación, situado a aproximadamente 4 millas al S del cabo Ferin, al N de la bahía Holtedahl y a una milla al interior de la costa occidental de la península Tierra de O'Higgins.",CHL,-66.0333,-65.3167,POINT (-65.316667 -66.033333),13100,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5622,"Águila, Isla","Águila, Isla",105064,,Island,"Probablemente fue avistada por primera vez por la partida al mando de J. Gunnar Andersson, de la Expedición Antártica Sueca de 1901-1904, dirigida por el doctor Otto Nordenskjöld, en la nave expedicionaria ""Antarctic"". En 1945, la expedición del FIDS al mando del capitán A. Taylor, RCE, la denominó Eagle por el nombre de una de las naves de la expedición. Su actual nombre es la traducción al castellano. Isla situada en la entrada a bahía Duse, entre la península Luis Felipe y la isla Vega. Mide 4 millas de largo por 4 millas de ancho y en su extremo NE se alza una montaña de 560 metros de elevación. Es la mayor del grupo de seis islas al que da su nombre.",CHL,-63.65,-57.5167,POINT (-57.516667 -63.65),4017,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5623,"Águila, Islas","Águila, Islas",105065,,,"Este nombre apareció en una carta chilena de 1962, corresponde al nombre de la mayor de las islas que componen el grupo, en 1945 la Expedición de FIDS al mando del capitán A. Taylor, RCE, la denominó ""Eagle"" por el nombre de una de las naves, su actual nombre es la traducción al castellano. Grupo de seis islas, situado a la entrada de bahía Duse y hacia el SW de ella, en el canal Príncipe Gustavo, en la parte de éste que separa a la isla Vega de la costa W de la península Tierra de O'Higgins.",CHL,-63.6667,-57.6,POINT (-57.6 -63.666667),114,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5624,"Aguilera, Mogotes","Aguilera, Mogotes",105066,,,"El nombre le fue puesto por la Expedición Antártica Chilena de 1947, la que efectuó el levantamiento de la bahía Chile, y corresponde al apellido del cabo (Mn.) Manuel Aguilera, quien tomó parte en el trabajo hidrográfico al NE de la isla Greenwich, islas Shetland del Sur. Son dos morros aislados, muy característicos, de unos 40 metros de elevación, muy próximo el uno del otro y de los cuales el del N es el más bajo, que se destacan sobre la punta Fort William, que es el límite N de la entrada a la bahía Chile y extremo NE de la isla Greenwich, islas Shetland del Sur.",CHL,-62.45,-59.7,POINT (-59.7 -62.45),116,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5625,"Aguirre Cerda, Canal","Aguirre Cerda, Canal",105067,,Passage,"Su nombre corresponde a los apellidos de Pedro Aguirre Cerda, Presidente de la República de Chile, quien el 6 de noviembre de 1940 fijó por Decreto Supremo los límites definitivos del Territorio Chileno Antártico. El nombre fue puesto por la Expedición Antártica Chilena de 1950-1951. En algunas publicaciones figuró como canal A. Cerda. Canal que corre sobre la costa oriental de la isla Lemaire, entre ésta y el continente, en dirección general NNE-SSW y que constituye el acceso por el NE a bahía Paraíso, en la costa occidental de Tierra de O'Higgins.",CHL,-64.8167,-62.8667,POINT (-62.866667 -64.816667),118,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5626,"Aguirre Romero, Cabo","Aguirre Romero, Cabo",105068,,Point,"Las islas Biscoe fueron descubiertas en 1832 por la Expedición Británica al mando de John Biscoe y levantadas por la Expedición Antártica Francesa de 1903-1905 y por la de 1908-1910, ambas bajo el mando de Charcot. El nombre actual data de 1963 y corresponde a los apellidos del Piloto L. Aguirre Romero, de la escampavía ""Yelcho"" de la Armada de Chile, que en agosto de 1916, rescató a los náufragos del ""Endurance"" de la expedición británica de Sir Ernest Shakleton, desde la isla Elefante, en algunas cartas antiguas figuró como cabo Lively.",CHL,-65.8833,-66.1667,POINT (-66.166667 -65.883333),8547,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5627,"Aguirre, Islote","Aguirre, Islote",105069,,Island,"El nombre original, puesto por la Expedición Antártica Chilena de 1947, fue isla Cap. Aguirre y corresponde al apellido del capitán Eneas Aguirre Sersic, Ejército de Chile, integrante de la expedición. En 1951 se cambia a isla Aguirre, para evitar el nombre compuesto, y posteriormente, por su magnitud, a islote Aguirre. Islote situado inmediata y directamente al W del islote Gándara, en rada Covadonga, frente a la costa occidental de Tierra de O'Higgins.",CHL,-63.3167,-57.9333,POINT (-57.933333 -63.316667),119,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5628,"Aguja Ternyck, Monte","Aguja Ternyck, Monte",105070,,Peak,"La Expedición Antártica Francesa de 1908-1910, al mando del Dr. Jean B. Charcot, cartografió la bahía Almirantazgo en diciembre de 1909, haciendo figurar este monte. Posiblemente el nombre también fue puesto por Charcot. Monte de 364 metros de elevación, situado a 1,5 milla al oriente de la ensenada Martel, bahía Almirantazgo, en la isla Rey Jorge, islas Shetland del Sur.",CHL,-62.0833,-58.2833,POINT (-58.283333 -62.083333),14549,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5629,"Aguja, Pico","Aguja, Pico",105071,,Peak,"En una carta basada en un levantamiento de la Investigación Discovery en 1935, se le llamó Needle Peak. La denominación actual es una traducción al castellano que permite aprovechar su condición de nombre descriptivo. Pico negro y escarpado, situado a 5,6 millas al NE de punta Barnard, en la costa SE de la isla Livingston, islas Shetland del Sur.",CHL,-62.7167,-60.1667,POINT (-60.166667 -62.716667),10127,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_562a,"Agurto, Bajo","Agurto, Bajo",105072,,Shoal,"La Expedición Antártica Chilena de 1947-1948 le asignó el nombre bajo Contramaestre Agurto, el que corresponde al del contramaestre del mismo nombre que formó parte de la expedición. Su forma actual eliminó el nombre compuesto y data desde 1951. Es el bajo que rodea al islote Agurto, al islote Rosa y al islote Silvia y que está situado a 3 cables al N del extremo NE del cabo Legoupil, costa occidental de Tierra de O'Higgins.",CHL,-63.3167,-57.9,POINT (-57.9 -63.316667),121,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_562b,"Agurto, Islote","Agurto, Islote",105073,,Rock,"Su nombre original fue isla Elena Cerda de Bulnes, puesto por la Expedición Antártica Chilena de 1947-1948, y corresponde al nombre de Elena Cerda E., esposa de Manuel Bulnes Sanfuentes, ex-ministro de Defensa e integrante de la comitiva del Presidente de la República de Chile Gabriel González Videla, primer Jefe de Estado que visitó el continente antártico, en febrero de 1948. En las cartas de 1951, figuró como isla Elena y en 1951, apareció en su forma actual, por extensión del nombre del bajo que rodea a este islote, que corresponde al nombre del contramaestre Agurto, integrante de la expedición.",CHL,-63.3,-57.9,POINT (-57.9 -63.3),120,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_562c,"Alberto de Mónaco, Cabo","Alberto de Mónaco, Cabo",105074,,Cape,"Fue descubierto por la Expedición Alemana de 1873-1874, al mando del capitán Eduard Dallmann, auspiciada por Albert Rosenthal y por la Sociedad Alemana para la Navegación Polar, aunque su relación con la isla Anvers no se conocía en ese tiempo. Después lo cartografió la Expedición Antártica Francesa de 1903-1905, al mando de Charcot, quien le dio el nombre por el del Príncipe Albert de Mónaco, patrocinador de la expedición. El nombre actual es una traducción del original al castellano. Cabo que constituye el extremo SW de la isla Anvers, archipiélago de Palmer.",CHL,-64.7,-64.2833,POINT (-64.283333 -64.7),9749,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_562d,"Alberto Obrecht, Punta","Alberto Obrecht, Punta",105075,,Head,"El nombre, que apareció en cartas chilenas de 1947, corresponde al nombre de Alberto Obrecht, ex-director del Observatorio Astronómico de Chile y miembro de la Comisión Antártica Chilena, Subcomisión de Estaciones Magnéticas y Meteorológicas, en 1906. Punta situada a 9,5 millas directamente al S del cabo Freeman y en la base de la península Joerg, costa oriental de la península Tierra de O'Higgins.",CHL,-68.15,-65.4667,POINT (-65.466667 -68.15),10518,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_562e,"Aldea, Islas","Aldea, Islas",105076,,Island,"El nombre, que apareció por primera vez en una carta chilena de 1962, corresponde al apellido del sargento Juan de Dios Aldea, de la Armada de Chile, uno de los héroes del Combate Naval de Iquique, Chile, el 21 de mayo de 1879. Grupo de islas e islotes situado frente a la costa SW de la isla Renaud, islas Biscoe, y que se centra a 5,5 millas al NE de la punta extremo SE de la misma isla.",CHL,-65.7667,-65.6333,POINT (-65.633333 -65.766667),1997,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_562f,"Alderete, Glaciar","Alderete, Glaciar",105077,,Glacier,"En 1947 fue avistado y fotografiado desde el aire por el RARE, al mando de Finne Ronne. El nombre, que apareció por primera vez en una carta chilena de 1963, corresponde al apellido de Gerónimo de Alderete, tercer Gobernador de las Regiones Antárticas nombrado por la Corona de España por reales cédulas del Rey Carlos V, fechadas en Arrás en 1554 y en Valladolid en 1555, que lo designaban gobernador de Terra Australis y gobernador y capitán general de la Provincia de Chile. Glaciar, de unas 8 millas de largo, ubicado directamente al N de la punta Karpf. Es el más oriental de los tres glaciares que fluyen en dirección general S hacia la ensenada Mill, en la costa oriental de la península Tierra de O'Higgins.",CHL,-66.75,-64.4667,POINT (-64.466667 -66.75),1,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5630,"Alectoria, Islote","Alectoria, Islote",105078,,Island,"Fue descubierto en 1945 por el FIDS, que le puso el nombre por el líquen Alectoria, predominante en el islote en ese tiempo. Islote acantilado de laderas de piedra desnuda, que se encuentra próximo a la costa SE de la península Luis Felipe y a unas 10 millas al SW de la punta Pitt, en el canal Príncipe Gustavo.",CHL,-63.7667,-58.6,POINT (-58.6 -63.766667),189,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5631,"Alejandro I, Isla","Alejandro I, Isla",105079,,Island,"Fue descubierta en diciembre de 1821 por la Expedición Rusa al mando del capitán de navío Thaddeus Bellingshausen, en las naves Vostok y Mirnyy, quien la llamó Tierra Alexander I en honor al Zar reinante. Su naturaleza insular fue probada entre noviembre de 1940 y enero de 1941 por una partida del USAS en trineo, al mando de Finne Ronne. El nombre actual es una traducción al castellano del nombre ruso y ha aparecido en cartas chilenas desde 1947. En algunas cartas figuró como isla Margarita. Gran isla ubicada en el lado W de la base de la península Tierra de O'Higgins y separada de ésta por el canal Jorge VI. Su forma es parecida a la de un cucharón y mide sobre 200 millas de largo en sentido N-S, alcanzando por el N hasta la altura de la bahía Margarita. En algunas publicaciones ésta ha figurado como isla Alejandro.",CHL,-70.6667,-70.5,POINT (-70.5 -70.666667),200,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5632,"Alejandro Álvarez, Punta","Alejandro Álvarez, Punta",105080,,Head,"El nombre, apareció por primera vez en una carta chilena de 1947, corresponde al de Alejandro Álvarez, consultor letrado del Ministerio de Relaciones Exteriores e integrante de la Comisión Antártica Chilena en el año 1906. Punta que limita por el S la entrada a la caleta que se abre en la costa oriental del seno Lallemand, costa occidental de la península Tierra de O'Higgins.",CHL,-67.1,-66.5,POINT (-66.5 -67.1),191,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5633,"Alencar, Pico","Alencar, Pico",105081,,Peak,"Fue descubierto por la Expedición Antártica Francesa de 1908-1910, al mando del Dr. Jean B. Charcot, quien le puso el nombre por el apellido del Alexandrino de Alencar, quien era en ese tiempo ministro de Marina del Brasil. Pico de 1.554 metros de altura, situado a 7 millas al E del cabo Trois Pérez. Es el más oriental de los picos nevados ubicados en el extremo NW del cordón montañoso que separa al glaciar Trooz de la bahía Beascochea, en la costa occidental de la península Tierra de O'Higgins.",CHL,-65.4,-63.8333,POINT (-63.833333 -65.4),198,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5634,"Alexander, Cabo","Alexander, Cabo",105082,597,Mountain,"Probablemente, el nombre se le dio por el capitán Alexander Fairweather, del ballenero Balaena, de Dundee, Escocia, que en 1892-1893 operaba en la costa NE de Tierra de O'Higgins, formando parte de una expedición ballenera junto con otros tres buques: Active, Diana y Polar Star. En algunas cartas chilenas figuró como cabo Alejandro. Morro negro de piedra, ubicado en la medianía de la costa S de la isla Joinville, constituyendo el extremo de una península montañosa que se eleva a 597 metros.",CHL,-63.3167,-55.8833,POINT (-55.883333 -63.316667),204,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5635,"Alexander, Cabo","Alexander, Cabo",105083,,Cape,"Fue cartografiado por el FIDS y fotografiado desde el aire por el RARE en diciembre de 1947. El nombre le fue puesto por el FIDS y corresponde al apellido del muy Honorable Albert V. Alexander, Miembro del Parlamento y Primer Lord del Almirantazgo Británico Cabo situado en el extremo más austral de la península Churchill y límite oriental de la entrada a la ensenada Reales Cédulas, en la costa oriental de la península Tierra de O'Higgins.",CHL,-66.7333,-62.5833,POINT (-62.583333 -66.733333),203,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5636,"Alexandra, Cabo","Alexandra, Cabo",105084,,Cape,"Fue descubierto el 14 de enero de 1909 por la Expedición Antártica Francesa de 1908-1910, al mando del Dr. Jean B. Charcot, quien le puso el nombre por el de la entonces Reina Alexandra de Inglaterra. Cabo situado en el extremo SE de la isla Adelaida, al N de la bahía Margarita, frente a la costa occidental de la península Tierra de O'Higgins.",CHL,-67.75,-68.6,POINT (-68.6 -67.75),206,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5637,"Alfaro, Paso","Alfaro, Paso",105085,,Pass,"El nombre le fue puesto en febrero de 1961 por la Expedición Antártica Chilena de ese año y corresponde al apellido del capitán de corbeta Mario Alfaro Cabrera, comandante del AGS. ""Yelcho"" de la Armada de Chile, quien ejecutó el levantamiento hidrográfico de ese paso. Paso que se forma entre la isla Rivera y el continente, desde el cabo Tisné hasta la ensenada Duarte, en la costa occidental de la península Tierra de O'Higgins.",CHL,-64.2,-60.9667,POINT (-60.966667 -64.2),208,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5638,"Alfaro, Punta","Alfaro, Punta",105086,,Point,"El nombre fue puesto por la Expedición Antártica Chilena de 1952-1953 bajo la dirección del capitán de navío Alberto Kahnw, y corresponde al apellido del teniente Mario Alfaro Cabrera, hidrógrafo embarcado en el patrullero ""Lientur"" de la Armada de Chile, quien efectuó el levantamiento hidrográfico de puerto Yankee, entre el 2 y el 6 de enero de 1953. Punta situada a 4 cables al E de la punta Glacier, en el centro de la costa N del bahía Yankee, en la costa S de la isla Greenwich, islas Shetland del Sur.",CHL,-62.5333,-59.7333,POINT (-59.733333 -62.533333),6640,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_5639,"Alice, Ensenada","Alice, Ensenada",105087,,Watercourse,"El nombre, que aparece en las cartas chilenas desde 1948, fue colocado por la Expedición Antártica Chilena de ese año y corresponde al de Alice Ingeborg Wilson, esposa del comodoro de la Expedición, capitán de fragata Ernesto González Navarrete. Pequeña ensenada que se forma entre la isla Vera y la isla Kopaitic, a 6 cables al WNW del cabo Legoupil, costa occidental de la península Tierra de O'Higgins.",CHL,-63.3167,-57.9167,POINT (-57.916667 -63.316667),223,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_563a,"Alice, Isla","Alice, Isla",105088,,Island,"El nombre, que aparece en las cartas chilenas desde 1947, fue dado por la Expedición Antártica Chilena de ese año y corresponde al de Alice Ingeborg Wilson, esposa del capitán de fragata Ernesto González Navarrete, comandante de la PF. ""Iquique"", nave integrante de la expedición. Es la mayor de las islas del grupo tiene 680 metros de altitud, situada en la medianía de la costa oriental de la isla Brabante, en el archipiélago de Palmer.",CHL,-64.2667,-62.05,POINT (-62.05 -64.266667),8264,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_563b,"Alicia, Caleta","Alicia, Caleta",105089,,Watercourse,"Fue descubierta por la Expedición Antártica Francesa de 1903-1905, al mando del Dr. Jean B. Charcot, quien la llamó caleta Alice por el nombre de la esposa de Édouard Lockroy, Vicepresidente de la Cámara de Diputados de Francia, quien ayudó a Charcot a obtener el respaldo del Gobierno para la expedición. El nombre actual, que ha aparecido en las cartas chilenas desde 1947, es la traducción del anterior al castellano. Caleta ubicada en la parte S de puerto Lockroy, en la isla Wiencke, archipiélago de Palmer.",CHL,-64.8333,-63.5,POINT (-63.5 -64.833333),220,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_563c,"Allipén, Punta","Allipén, Punta",105090,,Point,"Fue descubierta por la Expedición Antártica Francesa de 1908-1910, al mando del Dr. Jean B. Charcot, que la levantó en forma aproximada en 1909, aunque no le puso nombre. Desde 1947 ha figurado en las cartas chilenas como punta Allipén, nombre que corresponde al del río Allipén, en la ciudad de Temuco, Chile. La palabra allipén, de origen indígena, paradojalmente significa ""que tiene calor o que quema"". Posteriormente, en 1954, el BrAPC la rebautizó Cape Shmidt, nombre que corresponde al apellido del Profesor Otto Shmidt, Director del Instituto Ártico en Leningrado. Punta en la costa occidental de la península Tierra de O'Higgins, que marca el extremo de la península que separa a la bahía Hanusse del seno Lallemand y frente a la cual se alza la isla Roux.",CHL,-66.9167,-67.0333,POINT (-67.033333 -66.916667),13202,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_563d,"Allo, Monte","Allo, Monte",105091,,Mountain,"Descubierto por la Expedición Antártica Belga de 1897-1899, al mando del teniente Adrien de Gerlache, en la nave ""Bélgica"". El nombre le fue puesto por la misma expedición. Monte en forma de un cono agudo y muy prominente, completamente cubierto de nieve, que está ubicado a corta distancia del cabo Neyt, extremo NE de la isla Lieja, en el archipiélago de Palmer.",CHL,-63.9667,-61.8167,POINT (-61.816667 -63.966667),254,Chile,152
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid-39228ab8_190e053e3ce_563e,"Almirantazgo, Bahía","Almirantazgo, Bahía",105092,,Bay,"La Expedición Británica cazadora de focas de 1820-1822, al mando del capitán George Powell, en la nave foquera ""Dove"", hizo un mapa de las islas Shetland del Sur, publicado en 1822, en el que esta bahía figura como Admiralty Bay. El nombre actual, que ha figurado en las cartas chilenas desde 1947, es una traducción de este topónimo al castellano. Bahía de forma irregular que mide 4 millas de ancho en su boca por 9 millas de saco. Se forma en la costa S de la isla Rey Jorge, islas Shetland del Sur.",CHL,-62.1333,-58.4333,POINT (-58.433333 -62.133333),86,Chile,152
